TIME,GEO,UNIT,ICHA11_HC,Value,Flag and Footnotes
2010,Croatia,Million euro,Long-term care (HC.3 and HCR.1),:,
2010,Italy,Million euro,Current health care expenditure (CHE),:,
2010,Italy,Million euro,Curative care and rehabilitative care,:,
2010,Italy,Million euro,Curative care,:,
2010,Italy,Million euro,Inpatient curative and rehabilitative care,:,
2010,Italy,Million euro,Inpatient curative care,:,
2010,Italy,Million euro,Day curative and rehabilitative care,:,
2010,Italy,Million euro,Day curative care,:,
2010,Italy,Million euro,Outpatient curative and rehabilitative care,:,
2010,Italy,Million euro,Outpatient curative care,:,
2010,Italy,Million euro,General outpatient curative care,:,
2010,Italy,Million euro,Dental outpatient curative care,:,
2010,Italy,Million euro,Specialised outpatient curative care,:,
2010,Italy,Million euro,All other outpatient curative care n.e.c.,:,
2010,Italy,Million euro,Home-based curative and rehabilitative care,:,
2010,Italy,Million euro,Home-based curative care,:,
2010,Italy,Million euro,Rehabilitative care,:,
2010,Italy,Million euro,Inpatient rehabilitative care,:,
2010,Italy,Million euro,Day rehabilitative care,:,
2010,Italy,Million euro,Outpatient rehabilitative care,:,
2010,Italy,Million euro,Home-based rehabilitative care,:,
2010,Italy,Million euro,Long-term care (health),:,
2010,Italy,Million euro,Inpatient long-term care (health),:,
2010,Italy,Million euro,Day long-term care (health),:,
2010,Italy,Million euro,Outpatient long-term care (health),:,
2010,Italy,Million euro,Home-based long-term care (health),:,
2010,Italy,Million euro,Ancillary services (non-specified by function),:,
2010,Italy,Million euro,Laboratory services,:,
2010,Italy,Million euro,Imaging services,:,
2010,Italy,Million euro,Patient transportation,:,
2010,Italy,Million euro,Medical goods (non-specified by function),:,
2010,Italy,Million euro,Pharmaceuticals and other medical non-durable goods,:,
2010,Italy,Million euro,Prescribed medicines,:,
2010,Italy,Million euro,Over-the-counter medicines,:,
2010,Italy,Million euro,Other medical non-durable goods,:,
2010,Italy,Million euro,Therapeutic appliances and other medical durable goods,:,
2010,Italy,Million euro,Preventive care,:,
2010,Italy,Million euro,"Information, education and counseling programmes",:,
2010,Italy,Million euro,Immunisation programmes,:,
2010,Italy,Million euro,Early disease detection programmes,:,
2010,Italy,Million euro,Healthy condition monitoring programmes,:,
2010,Italy,Million euro,Epidemiological surveillance and risk and disease control programmes,:,
2010,Italy,Million euro,Preparing for disaster and emergency response programmes,:,
2010,Italy,Million euro,Governance and health system and financing administration,:,
2010,Italy,Million euro,Governance and health system administration,:,
2010,Italy,Million euro,Administration of health financing,:,
2010,Italy,Million euro,Other health care services unknown,:,
2010,Italy,Million euro,Long-term care (social),:,
2010,Italy,Million euro,Long-term care (HC.3 and HCR.1),:,
2010,Cyprus,Million euro,Current health care expenditure (CHE),"1,227.75",
2010,Cyprus,Million euro,Curative care and rehabilitative care,798.84,
2010,Cyprus,Million euro,Curative care,716.42,
2010,Cyprus,Million euro,Inpatient curative and rehabilitative care,369.61,
2010,Cyprus,Million euro,Inpatient curative care,342.27,
2010,Cyprus,Million euro,Day curative and rehabilitative care,36.2,
2010,Cyprus,Million euro,Day curative care,33.55,
2010,Cyprus,Million euro,Outpatient curative and rehabilitative care,387.51,
2010,Cyprus,Million euro,Outpatient curative care,335.47,
2010,Cyprus,Million euro,General outpatient curative care,165.36,
2010,Cyprus,Million euro,Dental outpatient curative care,77.06,
2010,Cyprus,Million euro,Specialised outpatient curative care,93.05,
2010,Cyprus,Million euro,All other outpatient curative care n.e.c.,0,
2010,Cyprus,Million euro,Home-based curative and rehabilitative care,5.52,
2010,Cyprus,Million euro,Home-based curative care,5.13,
2010,Cyprus,Million euro,Rehabilitative care,82.42,
2010,Cyprus,Million euro,Inpatient rehabilitative care,27.35,
2010,Cyprus,Million euro,Day rehabilitative care,2.66,
2010,Cyprus,Million euro,Outpatient rehabilitative care,52.04,
2010,Cyprus,Million euro,Home-based rehabilitative care,0.39,
2010,Cyprus,Million euro,Long-term care (health),34,
2010,Cyprus,Million euro,Inpatient long-term care (health),11.44,
2010,Cyprus,Million euro,Day long-term care (health),0.31,
2010,Cyprus,Million euro,Outpatient long-term care (health),4.44,
2010,Cyprus,Million euro,Home-based long-term care (health),17.8,
2010,Cyprus,Million euro,Ancillary services (non-specified by function),131.71,
2010,Cyprus,Million euro,Laboratory services,75.54,
2010,Cyprus,Million euro,Imaging services,55.09,
2010,Cyprus,Million euro,Patient transportation,1.08,
2010,Cyprus,Million euro,Medical goods (non-specified by function),237.79,
2010,Cyprus,Million euro,Pharmaceuticals and other medical non-durable goods,214.48,
2010,Cyprus,Million euro,Prescribed medicines,173.53,
2010,Cyprus,Million euro,Over-the-counter medicines,38.7,
2010,Cyprus,Million euro,Other medical non-durable goods,2.25,
2010,Cyprus,Million euro,Therapeutic appliances and other medical durable goods,23.31,
2010,Cyprus,Million euro,Preventive care,9.65,
2010,Cyprus,Million euro,"Information, education and counseling programmes",2.59,
2010,Cyprus,Million euro,Immunisation programmes,2.97,
2010,Cyprus,Million euro,Early disease detection programmes,2.89,
2010,Cyprus,Million euro,Healthy condition monitoring programmes,0.15,
2010,Cyprus,Million euro,Epidemiological surveillance and risk and disease control programmes,1.05,
2010,Cyprus,Million euro,Preparing for disaster and emergency response programmes,0,
2010,Cyprus,Million euro,Governance and health system and financing administration,15.76,
2010,Cyprus,Million euro,Governance and health system administration,15.58,
2010,Cyprus,Million euro,Administration of health financing,0.18,
2010,Cyprus,Million euro,Other health care services unknown,0,
2010,Cyprus,Million euro,Long-term care (social),:,
2010,Cyprus,Million euro,Long-term care (HC.3 and HCR.1),:,
2010,Latvia,Million euro,Current health care expenditure (CHE),:,
2010,Latvia,Million euro,Curative care and rehabilitative care,:,
2010,Latvia,Million euro,Curative care,:,
2010,Latvia,Million euro,Inpatient curative and rehabilitative care,:,
2010,Latvia,Million euro,Inpatient curative care,:,
2010,Latvia,Million euro,Day curative and rehabilitative care,:,
2010,Latvia,Million euro,Day curative care,:,
2010,Latvia,Million euro,Outpatient curative and rehabilitative care,:,
2010,Latvia,Million euro,Outpatient curative care,:,
2010,Latvia,Million euro,General outpatient curative care,:,
2010,Latvia,Million euro,Dental outpatient curative care,:,
2010,Latvia,Million euro,Specialised outpatient curative care,:,
2010,Latvia,Million euro,All other outpatient curative care n.e.c.,:,
2010,Latvia,Million euro,Home-based curative and rehabilitative care,:,
2010,Latvia,Million euro,Home-based curative care,:,
2010,Latvia,Million euro,Rehabilitative care,:,
2010,Latvia,Million euro,Inpatient rehabilitative care,:,
2010,Latvia,Million euro,Day rehabilitative care,:,
2010,Latvia,Million euro,Outpatient rehabilitative care,:,
2010,Latvia,Million euro,Home-based rehabilitative care,:,
2010,Latvia,Million euro,Long-term care (health),:,
2010,Latvia,Million euro,Inpatient long-term care (health),:,
2010,Latvia,Million euro,Day long-term care (health),:,
2010,Latvia,Million euro,Outpatient long-term care (health),:,
2010,Latvia,Million euro,Home-based long-term care (health),:,
2010,Latvia,Million euro,Ancillary services (non-specified by function),:,
2010,Latvia,Million euro,Laboratory services,:,
2010,Latvia,Million euro,Imaging services,:,
2010,Latvia,Million euro,Patient transportation,:,
2010,Latvia,Million euro,Medical goods (non-specified by function),:,
2010,Latvia,Million euro,Pharmaceuticals and other medical non-durable goods,:,
2010,Latvia,Million euro,Prescribed medicines,:,
2010,Latvia,Million euro,Over-the-counter medicines,:,
2010,Latvia,Million euro,Other medical non-durable goods,:,
2010,Latvia,Million euro,Therapeutic appliances and other medical durable goods,:,
2010,Latvia,Million euro,Preventive care,:,
2010,Latvia,Million euro,"Information, education and counseling programmes",:,
2010,Latvia,Million euro,Immunisation programmes,:,
2010,Latvia,Million euro,Early disease detection programmes,:,
2010,Latvia,Million euro,Healthy condition monitoring programmes,:,
2010,Latvia,Million euro,Epidemiological surveillance and risk and disease control programmes,:,
2010,Latvia,Million euro,Preparing for disaster and emergency response programmes,:,
2010,Latvia,Million euro,Governance and health system and financing administration,:,
2010,Latvia,Million euro,Governance and health system administration,:,
2010,Latvia,Million euro,Administration of health financing,:,
2010,Latvia,Million euro,Other health care services unknown,:,
2010,Latvia,Million euro,Long-term care (social),:,
2010,Latvia,Million euro,Long-term care (HC.3 and HCR.1),:,
2010,Lithuania,Million euro,Current health care expenditure (CHE),:,
2010,Lithuania,Million euro,Curative care and rehabilitative care,:,
2010,Lithuania,Million euro,Curative care,:,
2010,Lithuania,Million euro,Inpatient curative and rehabilitative care,:,
2010,Lithuania,Million euro,Inpatient curative care,:,
2010,Lithuania,Million euro,Day curative and rehabilitative care,:,
2010,Lithuania,Million euro,Day curative care,:,
2010,Lithuania,Million euro,Outpatient curative and rehabilitative care,:,
2010,Lithuania,Million euro,Outpatient curative care,:,
2010,Lithuania,Million euro,General outpatient curative care,:,
2010,Lithuania,Million euro,Dental outpatient curative care,:,
2010,Lithuania,Million euro,Specialised outpatient curative care,:,
2010,Lithuania,Million euro,All other outpatient curative care n.e.c.,:,
2010,Lithuania,Million euro,Home-based curative and rehabilitative care,:,
2010,Lithuania,Million euro,Home-based curative care,:,
2010,Lithuania,Million euro,Rehabilitative care,:,
2010,Lithuania,Million euro,Inpatient rehabilitative care,:,
2010,Lithuania,Million euro,Day rehabilitative care,:,
2010,Lithuania,Million euro,Outpatient rehabilitative care,:,
2010,Lithuania,Million euro,Home-based rehabilitative care,:,
2010,Lithuania,Million euro,Long-term care (health),:,
2010,Lithuania,Million euro,Inpatient long-term care (health),:,
2010,Lithuania,Million euro,Day long-term care (health),:,
2010,Lithuania,Million euro,Outpatient long-term care (health),:,
2010,Lithuania,Million euro,Home-based long-term care (health),:,
2010,Lithuania,Million euro,Ancillary services (non-specified by function),:,
2010,Lithuania,Million euro,Laboratory services,:,
2010,Lithuania,Million euro,Imaging services,:,
2010,Lithuania,Million euro,Patient transportation,:,
2010,Lithuania,Million euro,Medical goods (non-specified by function),:,
2010,Lithuania,Million euro,Pharmaceuticals and other medical non-durable goods,:,
2010,Lithuania,Million euro,Prescribed medicines,:,
2010,Lithuania,Million euro,Over-the-counter medicines,:,
2010,Lithuania,Million euro,Other medical non-durable goods,:,
2010,Lithuania,Million euro,Therapeutic appliances and other medical durable goods,:,
2010,Lithuania,Million euro,Preventive care,:,
2010,Lithuania,Million euro,"Information, education and counseling programmes",:,
2010,Lithuania,Million euro,Immunisation programmes,:,
2010,Lithuania,Million euro,Early disease detection programmes,:,
2010,Lithuania,Million euro,Healthy condition monitoring programmes,:,
2010,Lithuania,Million euro,Epidemiological surveillance and risk and disease control programmes,:,
2010,Lithuania,Million euro,Preparing for disaster and emergency response programmes,:,
2010,Lithuania,Million euro,Governance and health system and financing administration,:,
2010,Lithuania,Million euro,Governance and health system administration,:,
2010,Lithuania,Million euro,Administration of health financing,:,
2010,Lithuania,Million euro,Other health care services unknown,:,
2010,Lithuania,Million euro,Long-term care (social),:,
2010,Lithuania,Million euro,Long-term care (HC.3 and HCR.1),:,
2010,Luxembourg,Million euro,Current health care expenditure (CHE),:,
2010,Luxembourg,Million euro,Curative care and rehabilitative care,:,
2010,Luxembourg,Million euro,Curative care,:,
2010,Luxembourg,Million euro,Inpatient curative and rehabilitative care,:,
2010,Luxembourg,Million euro,Inpatient curative care,:,
2010,Luxembourg,Million euro,Day curative and rehabilitative care,:,
2010,Luxembourg,Million euro,Day curative care,:,
2010,Luxembourg,Million euro,Outpatient curative and rehabilitative care,:,
2010,Luxembourg,Million euro,Outpatient curative care,:,
2010,Luxembourg,Million euro,General outpatient curative care,:,
2010,Luxembourg,Million euro,Dental outpatient curative care,:,
2010,Luxembourg,Million euro,Specialised outpatient curative care,:,
2010,Luxembourg,Million euro,All other outpatient curative care n.e.c.,:,
2010,Luxembourg,Million euro,Home-based curative and rehabilitative care,:,
2010,Luxembourg,Million euro,Home-based curative care,:,
2010,Luxembourg,Million euro,Rehabilitative care,:,
2010,Luxembourg,Million euro,Inpatient rehabilitative care,:,
2010,Luxembourg,Million euro,Day rehabilitative care,:,
2010,Luxembourg,Million euro,Outpatient rehabilitative care,:,
2010,Luxembourg,Million euro,Home-based rehabilitative care,:,
2010,Luxembourg,Million euro,Long-term care (health),:,
2010,Luxembourg,Million euro,Inpatient long-term care (health),:,
2010,Luxembourg,Million euro,Day long-term care (health),:,
2010,Luxembourg,Million euro,Outpatient long-term care (health),:,
2010,Luxembourg,Million euro,Home-based long-term care (health),:,
2010,Luxembourg,Million euro,Ancillary services (non-specified by function),:,
2010,Luxembourg,Million euro,Laboratory services,:,
2010,Luxembourg,Million euro,Imaging services,:,
2010,Luxembourg,Million euro,Patient transportation,:,
2010,Luxembourg,Million euro,Medical goods (non-specified by function),:,
2010,Luxembourg,Million euro,Pharmaceuticals and other medical non-durable goods,:,
2010,Luxembourg,Million euro,Prescribed medicines,:,
2010,Luxembourg,Million euro,Over-the-counter medicines,:,
2010,Luxembourg,Million euro,Other medical non-durable goods,:,
2010,Luxembourg,Million euro,Therapeutic appliances and other medical durable goods,:,
2010,Luxembourg,Million euro,Preventive care,:,
2010,Luxembourg,Million euro,"Information, education and counseling programmes",:,
2010,Luxembourg,Million euro,Immunisation programmes,:,
2010,Luxembourg,Million euro,Early disease detection programmes,:,
2010,Luxembourg,Million euro,Healthy condition monitoring programmes,:,
2010,Luxembourg,Million euro,Epidemiological surveillance and risk and disease control programmes,:,
2010,Luxembourg,Million euro,Preparing for disaster and emergency response programmes,:,
2010,Luxembourg,Million euro,Governance and health system and financing administration,:,
2010,Luxembourg,Million euro,Governance and health system administration,:,
2010,Luxembourg,Million euro,Administration of health financing,:,
2010,Luxembourg,Million euro,Other health care services unknown,:,
2010,Luxembourg,Million euro,Long-term care (social),:,
2010,Luxembourg,Million euro,Long-term care (HC.3 and HCR.1),:,
2010,Hungary,Million euro,Current health care expenditure (CHE),"7,431.57",
2010,Hungary,Million euro,Curative care and rehabilitative care,"3,645.27",
2010,Hungary,Million euro,Curative care,"3,375.86",
2010,Hungary,Million euro,Inpatient curative and rehabilitative care,"1,842.82",
2010,Hungary,Million euro,Inpatient curative care,"1,636.07",
2010,Hungary,Million euro,Day curative and rehabilitative care,91.18,
2010,Hungary,Million euro,Day curative care,91.18,
2010,Hungary,Million euro,Outpatient curative and rehabilitative care,"1,693.30",
2010,Hungary,Million euro,Outpatient curative care,"1,647.06",
2010,Hungary,Million euro,General outpatient curative care,536.88,
2010,Hungary,Million euro,Dental outpatient curative care,253.49,
2010,Hungary,Million euro,Specialised outpatient curative care,810.21,
2010,Hungary,Million euro,All other outpatient curative care n.e.c.,46.48,
2010,Hungary,Million euro,Home-based curative and rehabilitative care,17.97,
2010,Hungary,Million euro,Home-based curative care,1.55,
2010,Hungary,Million euro,Rehabilitative care,269.41,
2010,Hungary,Million euro,Inpatient rehabilitative care,206.75,
2010,Hungary,Million euro,Day rehabilitative care,0,
2010,Hungary,Million euro,Outpatient rehabilitative care,46.24,
2010,Hungary,Million euro,Home-based rehabilitative care,16.42,
2010,Hungary,Million euro,Long-term care (health),306.39,
2010,Hungary,Million euro,Inpatient long-term care (health),286.57,
2010,Hungary,Million euro,Day long-term care (health),7.85,
2010,Hungary,Million euro,Outpatient long-term care (health),0,
2010,Hungary,Million euro,Home-based long-term care (health),11.97,
2010,Hungary,Million euro,Ancillary services (non-specified by function),372.63,
2010,Hungary,Million euro,Laboratory services,161.06,
2010,Hungary,Million euro,Imaging services,68.36,
2010,Hungary,Million euro,Patient transportation,143.21,
2010,Hungary,Million euro,Medical goods (non-specified by function),"2,667.75",
2010,Hungary,Million euro,Pharmaceuticals and other medical non-durable goods,"2,472.68",
2010,Hungary,Million euro,Prescribed medicines,"2,379.47",
2010,Hungary,Million euro,Over-the-counter medicines,0,
2010,Hungary,Million euro,Other medical non-durable goods,93.2,
2010,Hungary,Million euro,Therapeutic appliances and other medical durable goods,195.07,
2010,Hungary,Million euro,Preventive care,287.57,
2010,Hungary,Million euro,"Information, education and counseling programmes",0,
2010,Hungary,Million euro,Immunisation programmes,0,
2010,Hungary,Million euro,Early disease detection programmes,0,
2010,Hungary,Million euro,Healthy condition monitoring programmes,0,
2010,Hungary,Million euro,Epidemiological surveillance and risk and disease control programmes,0,
2010,Hungary,Million euro,Preparing for disaster and emergency response programmes,0,
2010,Hungary,Million euro,Governance and health system and financing administration,129.11,
2010,Hungary,Million euro,Governance and health system administration,112.15,
2010,Hungary,Million euro,Administration of health financing,16.95,
2010,Hungary,Million euro,Other health care services unknown,22.85,
2010,Hungary,Million euro,Long-term care (social),317.26,
2010,Hungary,Million euro,Long-term care (HC.3 and HCR.1),623.65,
2010,Netherlands,Million euro,Current health care expenditure (CHE),:,
2010,Netherlands,Million euro,Curative care and rehabilitative care,:,
2010,Netherlands,Million euro,Curative care,:,
2010,Netherlands,Million euro,Inpatient curative and rehabilitative care,:,
2010,Netherlands,Million euro,Inpatient curative care,:,
2010,Netherlands,Million euro,Day curative and rehabilitative care,:,
2010,Netherlands,Million euro,Day curative care,:,
2010,Netherlands,Million euro,Outpatient curative and rehabilitative care,:,
2010,Netherlands,Million euro,Outpatient curative care,:,
2010,Netherlands,Million euro,General outpatient curative care,:,
2010,Netherlands,Million euro,Dental outpatient curative care,:,
2010,Netherlands,Million euro,Specialised outpatient curative care,:,
2010,Netherlands,Million euro,All other outpatient curative care n.e.c.,:,
2010,Netherlands,Million euro,Home-based curative and rehabilitative care,:,
2010,Netherlands,Million euro,Home-based curative care,:,
2010,Netherlands,Million euro,Rehabilitative care,:,
2010,Netherlands,Million euro,Inpatient rehabilitative care,:,
2010,Netherlands,Million euro,Day rehabilitative care,:,
2010,Netherlands,Million euro,Outpatient rehabilitative care,:,
2010,Netherlands,Million euro,Home-based rehabilitative care,:,
2010,Netherlands,Million euro,Long-term care (health),:,
2010,Netherlands,Million euro,Inpatient long-term care (health),:,
2010,Netherlands,Million euro,Day long-term care (health),:,
2010,Netherlands,Million euro,Outpatient long-term care (health),:,
2010,Netherlands,Million euro,Home-based long-term care (health),:,
2010,Netherlands,Million euro,Ancillary services (non-specified by function),:,
2010,Netherlands,Million euro,Laboratory services,:,
2010,Netherlands,Million euro,Imaging services,:,
2010,Netherlands,Million euro,Patient transportation,:,
2010,Netherlands,Million euro,Medical goods (non-specified by function),:,
2010,Netherlands,Million euro,Pharmaceuticals and other medical non-durable goods,:,
2010,Netherlands,Million euro,Prescribed medicines,:,
2010,Netherlands,Million euro,Over-the-counter medicines,:,
2010,Netherlands,Million euro,Other medical non-durable goods,:,
2010,Netherlands,Million euro,Therapeutic appliances and other medical durable goods,:,
2010,Netherlands,Million euro,Preventive care,:,
2010,Netherlands,Million euro,"Information, education and counseling programmes",:,
2010,Netherlands,Million euro,Immunisation programmes,:,
2010,Netherlands,Million euro,Early disease detection programmes,:,
2010,Netherlands,Million euro,Healthy condition monitoring programmes,:,
2010,Netherlands,Million euro,Epidemiological surveillance and risk and disease control programmes,:,
2010,Netherlands,Million euro,Preparing for disaster and emergency response programmes,:,
2010,Netherlands,Million euro,Governance and health system and financing administration,:,
2010,Netherlands,Million euro,Governance and health system administration,:,
2010,Netherlands,Million euro,Administration of health financing,:,
2010,Netherlands,Million euro,Other health care services unknown,:,
2010,Netherlands,Million euro,Long-term care (social),:,
2010,Netherlands,Million euro,Long-term care (HC.3 and HCR.1),:,
2010,Austria,Million euro,Current health care expenditure (CHE),:,
2010,Austria,Million euro,Curative care and rehabilitative care,:,
2010,Austria,Million euro,Curative care,:,
2010,Austria,Million euro,Inpatient curative and rehabilitative care,:,
2010,Austria,Million euro,Inpatient curative care,:,
2010,Austria,Million euro,Day curative and rehabilitative care,:,
2010,Austria,Million euro,Day curative care,:,
2010,Austria,Million euro,Outpatient curative and rehabilitative care,:,
2010,Austria,Million euro,Outpatient curative care,:,
2010,Austria,Million euro,General outpatient curative care,:,
2010,Austria,Million euro,Dental outpatient curative care,:,
2010,Austria,Million euro,Specialised outpatient curative care,:,
2010,Austria,Million euro,All other outpatient curative care n.e.c.,:,
2010,Austria,Million euro,Home-based curative and rehabilitative care,:,
2010,Austria,Million euro,Home-based curative care,:,
2010,Austria,Million euro,Rehabilitative care,:,
2010,Austria,Million euro,Inpatient rehabilitative care,:,
2010,Austria,Million euro,Day rehabilitative care,:,
2010,Austria,Million euro,Outpatient rehabilitative care,:,
2010,Austria,Million euro,Home-based rehabilitative care,:,
2010,Austria,Million euro,Long-term care (health),:,
2010,Austria,Million euro,Inpatient long-term care (health),:,
2010,Austria,Million euro,Day long-term care (health),:,
2010,Austria,Million euro,Outpatient long-term care (health),:,
2010,Austria,Million euro,Home-based long-term care (health),:,
2010,Austria,Million euro,Ancillary services (non-specified by function),:,
2010,Austria,Million euro,Laboratory services,:,
2010,Austria,Million euro,Imaging services,:,
2010,Austria,Million euro,Patient transportation,:,
2010,Austria,Million euro,Medical goods (non-specified by function),:,
2010,Austria,Million euro,Pharmaceuticals and other medical non-durable goods,:,
2010,Austria,Million euro,Prescribed medicines,:,
2010,Austria,Million euro,Over-the-counter medicines,:,
2010,Austria,Million euro,Other medical non-durable goods,:,
2010,Austria,Million euro,Therapeutic appliances and other medical durable goods,:,
2010,Austria,Million euro,Preventive care,:,
2010,Austria,Million euro,"Information, education and counseling programmes",:,
2010,Austria,Million euro,Immunisation programmes,:,
2010,Austria,Million euro,Early disease detection programmes,:,
2010,Austria,Million euro,Healthy condition monitoring programmes,:,
2010,Austria,Million euro,Epidemiological surveillance and risk and disease control programmes,:,
2010,Austria,Million euro,Preparing for disaster and emergency response programmes,:,
2010,Austria,Million euro,Governance and health system and financing administration,:,
2010,Austria,Million euro,Governance and health system administration,:,
2010,Austria,Million euro,Administration of health financing,:,
2010,Austria,Million euro,Other health care services unknown,:,
2010,Austria,Million euro,Long-term care (social),:,
2010,Austria,Million euro,Long-term care (HC.3 and HCR.1),:,
2010,Poland,Million euro,Current health care expenditure (CHE),:,
2010,Poland,Million euro,Curative care and rehabilitative care,:,
2010,Poland,Million euro,Curative care,:,
2010,Poland,Million euro,Inpatient curative and rehabilitative care,:,
2010,Poland,Million euro,Inpatient curative care,:,
2010,Poland,Million euro,Day curative and rehabilitative care,:,
2010,Poland,Million euro,Day curative care,:,
2010,Poland,Million euro,Outpatient curative and rehabilitative care,:,
2010,Poland,Million euro,Outpatient curative care,:,
2010,Poland,Million euro,General outpatient curative care,:,
2010,Poland,Million euro,Dental outpatient curative care,:,
2010,Poland,Million euro,Specialised outpatient curative care,:,
2010,Poland,Million euro,All other outpatient curative care n.e.c.,:,
2010,Poland,Million euro,Home-based curative and rehabilitative care,:,
2010,Poland,Million euro,Home-based curative care,:,
2010,Poland,Million euro,Rehabilitative care,:,
2010,Poland,Million euro,Inpatient rehabilitative care,:,
2010,Poland,Million euro,Day rehabilitative care,:,
2010,Poland,Million euro,Outpatient rehabilitative care,:,
2010,Poland,Million euro,Home-based rehabilitative care,:,
2010,Poland,Million euro,Long-term care (health),:,
2010,Poland,Million euro,Inpatient long-term care (health),:,
2010,Poland,Million euro,Day long-term care (health),:,
2010,Poland,Million euro,Outpatient long-term care (health),:,
2010,Poland,Million euro,Home-based long-term care (health),:,
2010,Poland,Million euro,Ancillary services (non-specified by function),:,
2010,Poland,Million euro,Laboratory services,:,
2010,Poland,Million euro,Imaging services,:,
2010,Poland,Million euro,Patient transportation,:,
2010,Poland,Million euro,Medical goods (non-specified by function),:,
2010,Poland,Million euro,Pharmaceuticals and other medical non-durable goods,:,
2010,Poland,Million euro,Prescribed medicines,:,
2010,Poland,Million euro,Over-the-counter medicines,:,
2010,Poland,Million euro,Other medical non-durable goods,:,
2010,Poland,Million euro,Therapeutic appliances and other medical durable goods,:,
2010,Poland,Million euro,Preventive care,:,
2010,Poland,Million euro,"Information, education and counseling programmes",:,
2010,Poland,Million euro,Immunisation programmes,:,
2010,Poland,Million euro,Early disease detection programmes,:,
2010,Poland,Million euro,Healthy condition monitoring programmes,:,
2010,Poland,Million euro,Epidemiological surveillance and risk and disease control programmes,:,
2010,Poland,Million euro,Preparing for disaster and emergency response programmes,:,
2010,Poland,Million euro,Governance and health system and financing administration,:,
2010,Poland,Million euro,Governance and health system administration,:,
2010,Poland,Million euro,Administration of health financing,:,
2010,Poland,Million euro,Other health care services unknown,:,
2010,Poland,Million euro,Long-term care (social),:,
2010,Poland,Million euro,Long-term care (HC.3 and HCR.1),:,
2010,Portugal,Million euro,Current health care expenditure (CHE),"17,668.16",
2010,Portugal,Million euro,Curative care and rehabilitative care,"11,156.38",
2010,Portugal,Million euro,Curative care,"10,463.38",
2010,Portugal,Million euro,Inpatient curative and rehabilitative care,"3,083.64",
2010,Portugal,Million euro,Inpatient curative care,"2,901.69",
2010,Portugal,Million euro,Day curative and rehabilitative care,"1,085.25",
2010,Portugal,Million euro,Day curative care,819.38,
2010,Portugal,Million euro,Outpatient curative and rehabilitative care,"6,928.75",
2010,Portugal,Million euro,Outpatient curative care,"6,683.61",
2010,Portugal,Million euro,General outpatient curative care,0,
2010,Portugal,Million euro,Dental outpatient curative care,0,
2010,Portugal,Million euro,Specialised outpatient curative care,0,
2010,Portugal,Million euro,All other outpatient curative care n.e.c.,0,
2010,Portugal,Million euro,Home-based curative and rehabilitative care,58.75,
2010,Portugal,Million euro,Home-based curative care,58.7,
2010,Portugal,Million euro,Rehabilitative care,693,
2010,Portugal,Million euro,Inpatient rehabilitative care,181.95,
2010,Portugal,Million euro,Day rehabilitative care,265.87,
2010,Portugal,Million euro,Outpatient rehabilitative care,245.14,
2010,Portugal,Million euro,Home-based rehabilitative care,0.05,
2010,Portugal,Million euro,Long-term care (health),299.8,
2010,Portugal,Million euro,Inpatient long-term care (health),216.47,
2010,Portugal,Million euro,Day long-term care (health),0,
2010,Portugal,Million euro,Outpatient long-term care (health),0,
2010,Portugal,Million euro,Home-based long-term care (health),83.33,
2010,Portugal,Million euro,Ancillary services (non-specified by function),"1,396.47",
2010,Portugal,Million euro,Laboratory services,0,
2010,Portugal,Million euro,Imaging services,0,
2010,Portugal,Million euro,Patient transportation,0,
2010,Portugal,Million euro,Medical goods (non-specified by function),"4,088",
2010,Portugal,Million euro,Pharmaceuticals and other medical non-durable goods,"3,404.45",
2010,Portugal,Million euro,Prescribed medicines,0,
2010,Portugal,Million euro,Over-the-counter medicines,0,
2010,Portugal,Million euro,Other medical non-durable goods,0,
2010,Portugal,Million euro,Therapeutic appliances and other medical durable goods,683.55,
2010,Portugal,Million euro,Preventive care,374.63,
2010,Portugal,Million euro,"Information, education and counseling programmes",0,
2010,Portugal,Million euro,Immunisation programmes,0,
2010,Portugal,Million euro,Early disease detection programmes,0,
2010,Portugal,Million euro,Healthy condition monitoring programmes,0,
2010,Portugal,Million euro,Epidemiological surveillance and risk and disease control programmes,0,
2010,Portugal,Million euro,Preparing for disaster and emergency response programmes,0,
2010,Portugal,Million euro,Governance and health system and financing administration,334.57,
2010,Portugal,Million euro,Governance and health system administration,84.84,
2010,Portugal,Million euro,Administration of health financing,249.73,
2010,Portugal,Million euro,Other health care services unknown,18.31,
2010,Portugal,Million euro,Long-term care (social),"1,091.91",
2010,Portugal,Million euro,Long-term care (HC.3 and HCR.1),"1,391.72",
2010,Romania,Million euro,Current health care expenditure (CHE),:,
2010,Romania,Million euro,Curative care and rehabilitative care,:,
2010,Romania,Million euro,Curative care,:,
2010,Romania,Million euro,Inpatient curative and rehabilitative care,:,
2010,Romania,Million euro,Inpatient curative care,:,
2010,Romania,Million euro,Day curative and rehabilitative care,:,
2010,Romania,Million euro,Day curative care,:,
2010,Romania,Million euro,Outpatient curative and rehabilitative care,:,
2010,Romania,Million euro,Outpatient curative care,:,
2010,Romania,Million euro,General outpatient curative care,:,
2010,Romania,Million euro,Dental outpatient curative care,:,
2010,Romania,Million euro,Specialised outpatient curative care,:,
2010,Romania,Million euro,All other outpatient curative care n.e.c.,:,
