TIME,GEO,UNIT,ICHA11_HP,Value,Flag and Footnotes
2010,Liechtenstein,Million euro,All other miscellaneous sellers and other suppliers of pharmaceuticals and medical goods,:,
2010,Liechtenstein,Million euro,Providers of preventive care,:,
2010,Liechtenstein,Million euro,Providers of health care system administration and financing,:,
2010,Liechtenstein,Million euro,Government health administration agencies,:,
2010,Liechtenstein,Million euro,Social health insurance agencies,:,
2010,Liechtenstein,Million euro,Private health insurance administration agencies,:,
2010,Liechtenstein,Million euro,Other administration agencies,:,
2010,Liechtenstein,Million euro,Rest of economy,:,
2010,Liechtenstein,Million euro,Households as providers of home health care,:,
2010,Liechtenstein,Million euro,All other industries as secondary providers of health care,:,
2010,Liechtenstein,Million euro,Other industries n.e.c.,:,
2010,Liechtenstein,Million euro,Rest of the world,:,
2010,Liechtenstein,Million euro,Providers unknown,:,
2010,Norway,Million euro,All providers of health care,:,
2010,Norway,Million euro,Hospitals,:,
2010,Norway,Million euro,General hospitals,:,
2010,Norway,Million euro,Mental health hospitals,:,
2010,Norway,Million euro,Specialised hospitals (other than mental health hospitals),:,
2010,Norway,Million euro,Residential long-term care facilities,:,
2010,Norway,Million euro,Long-term nursing care facilities,:,
2010,Norway,Million euro,Mental health and substance abuse facilities,:,
2010,Norway,Million euro,Other residential long-term care facilities,:,
2010,Norway,Million euro,Providers of ambulatory health care,:,
2010,Norway,Million euro,Medical practices,:,
2010,Norway,Million euro,Dental practice,:,
2010,Norway,Million euro,Other health care practitioners,:,
2010,Norway,Million euro,Ambulatory health care centres,:,
2010,Norway,Million euro,Providers of home health care services,:,
2010,Norway,Million euro,Providers of ancillary services,:,
2010,Norway,Million euro,Providers of patient transportation and emergency rescue,:,
2010,Norway,Million euro,Medical and diagnostic laboratories,:,
2010,Norway,Million euro,Other providers of ancillary services,:,
2010,Norway,Million euro,Retailers and other providers of medical goods,:,
2010,Norway,Million euro,Pharmacies,:,
2010,Norway,Million euro,Retail sellers and other suppliers of durable medical goods and medical appliances,:,
2010,Norway,Million euro,All other miscellaneous sellers and other suppliers of pharmaceuticals and medical goods,:,
2010,Norway,Million euro,Providers of preventive care,:,
2010,Norway,Million euro,Providers of health care system administration and financing,:,
2010,Norway,Million euro,Government health administration agencies,:,
2010,Norway,Million euro,Social health insurance agencies,:,
2010,Norway,Million euro,Private health insurance administration agencies,:,
2010,Norway,Million euro,Other administration agencies,:,
2010,Norway,Million euro,Rest of economy,:,
2010,Norway,Million euro,Households as providers of home health care,:,
2010,Norway,Million euro,All other industries as secondary providers of health care,:,
2010,Norway,Million euro,Other industries n.e.c.,:,
2010,Norway,Million euro,Rest of the world,:,
2010,Norway,Million euro,Providers unknown,:,
2010,Switzerland,Million euro,All providers of health care,"45,929.93",
2010,Switzerland,Million euro,Hospitals,"16,262.92",
2010,Switzerland,Million euro,General hospitals,"12,477.09",
2010,Switzerland,Million euro,Mental health hospitals,"1,533.70",
2010,Switzerland,Million euro,Specialised hospitals (other than mental health hospitals),"2,252.14",
2010,Switzerland,Million euro,Residential long-term care facilities,"7,801.78",
2010,Switzerland,Million euro,Long-term nursing care facilities,"5,894.77",
2010,Switzerland,Million euro,Mental health and substance abuse facilities,:,
2010,Switzerland,Million euro,Other residential long-term care facilities,"1,907",
2010,Switzerland,Million euro,Providers of ambulatory health care,"12,307.87",
2010,Switzerland,Million euro,Medical practices,"7,918.90",
2010,Switzerland,Million euro,Dental practice,"2,745.59",
2010,Switzerland,Million euro,Other health care practitioners,874.03,
2010,Switzerland,Million euro,Ambulatory health care centres,0,
2010,Switzerland,Million euro,Providers of home health care services,769.34,
2010,Switzerland,Million euro,Providers of ancillary services,"1,348.24",
2010,Switzerland,Million euro,Providers of patient transportation and emergency rescue,676.49,
2010,Switzerland,Million euro,Medical and diagnostic laboratories,671.75,
2010,Switzerland,Million euro,Other providers of ancillary services,:,
2010,Switzerland,Million euro,Retailers and other providers of medical goods,"4,478",
2010,Switzerland,Million euro,Pharmacies,"3,108.45",
2010,Switzerland,Million euro,Retail sellers and other suppliers of durable medical goods and medical appliances,"1,128.37",
2010,Switzerland,Million euro,All other miscellaneous sellers and other suppliers of pharmaceuticals and medical goods,241.18,
2010,Switzerland,Million euro,Providers of preventive care,"1,095.71",
2010,Switzerland,Million euro,Providers of health care system administration and financing,"2,158.18",
2010,Switzerland,Million euro,Government health administration agencies,306.88,
2010,Switzerland,Million euro,Social health insurance agencies,"1,155.24",
2010,Switzerland,Million euro,Private health insurance administration agencies,696.07,
2010,Switzerland,Million euro,Other administration agencies,:,
2010,Switzerland,Million euro,Rest of economy,257.48,
2010,Switzerland,Million euro,Households as providers of home health care,257.48,
2010,Switzerland,Million euro,All other industries as secondary providers of health care,:,
2010,Switzerland,Million euro,Other industries n.e.c.,:,
2010,Switzerland,Million euro,Rest of the world,219.75,
2010,Switzerland,Million euro,Providers unknown,:,
2011,Belgium,Million euro,All providers of health care,"38,341.48",
2011,Belgium,Million euro,Hospitals,"12,521.11",
2011,Belgium,Million euro,General hospitals,"11,164.26",
2011,Belgium,Million euro,Mental health hospitals,"1,296.75",
2011,Belgium,Million euro,Specialised hospitals (other than mental health hospitals),60.11,
2011,Belgium,Million euro,Residential long-term care facilities,"5,543.80",
2011,Belgium,Million euro,Long-term nursing care facilities,"3,918.53",
2011,Belgium,Million euro,Mental health and substance abuse facilities,148.39,
2011,Belgium,Million euro,Other residential long-term care facilities,"1,476.88",
2011,Belgium,Million euro,Providers of ambulatory health care,"11,682.53",
2011,Belgium,Million euro,Medical practices,"5,613.94",
2011,Belgium,Million euro,Dental practice,"1,434.76",
2011,Belgium,Million euro,Other health care practitioners,"1,093.17",
2011,Belgium,Million euro,Ambulatory health care centres,561.17,
2011,Belgium,Million euro,Providers of home health care services,"2,979.49",
2011,Belgium,Million euro,Providers of ancillary services,995.41,
2011,Belgium,Million euro,Providers of patient transportation and emergency rescue,136.49,
2011,Belgium,Million euro,Medical and diagnostic laboratories,100.49,
2011,Belgium,Million euro,Other providers of ancillary services,758.43,
2011,Belgium,Million euro,Retailers and other providers of medical goods,"5,476.95",
2011,Belgium,Million euro,Pharmacies,"5,006.30",
2011,Belgium,Million euro,Retail sellers and other suppliers of durable medical goods and medical appliances,63.16,
2011,Belgium,Million euro,All other miscellaneous sellers and other suppliers of pharmaceuticals and medical goods,407.48,
2011,Belgium,Million euro,Providers of preventive care,286.57,
2011,Belgium,Million euro,Providers of health care system administration and financing,"1,671.82",
2011,Belgium,Million euro,Government health administration agencies,67.82,
2011,Belgium,Million euro,Social health insurance agencies,"1,008.44",
2011,Belgium,Million euro,Private health insurance administration agencies,363.05,
2011,Belgium,Million euro,Other administration agencies,232.5,
2011,Belgium,Million euro,Rest of economy,163.29,
2011,Belgium,Million euro,Households as providers of home health care,145.69,
2011,Belgium,Million euro,All other industries as secondary providers of health care,17.61,
2011,Belgium,Million euro,Other industries n.e.c.,:,
2011,Belgium,Million euro,Rest of the world,:,
2011,Belgium,Million euro,Providers unknown,:,
2011,Bulgaria,Million euro,All providers of health care,:,
2011,Bulgaria,Million euro,Hospitals,:,
2011,Bulgaria,Million euro,General hospitals,:,
2011,Bulgaria,Million euro,Mental health hospitals,:,
2011,Bulgaria,Million euro,Specialised hospitals (other than mental health hospitals),:,
2011,Bulgaria,Million euro,Residential long-term care facilities,:,
2011,Bulgaria,Million euro,Long-term nursing care facilities,:,
2011,Bulgaria,Million euro,Mental health and substance abuse facilities,:,
2011,Bulgaria,Million euro,Other residential long-term care facilities,:,
2011,Bulgaria,Million euro,Providers of ambulatory health care,:,
2011,Bulgaria,Million euro,Medical practices,:,
2011,Bulgaria,Million euro,Dental practice,:,
2011,Bulgaria,Million euro,Other health care practitioners,:,
2011,Bulgaria,Million euro,Ambulatory health care centres,:,
2011,Bulgaria,Million euro,Providers of home health care services,:,
2011,Bulgaria,Million euro,Providers of ancillary services,:,
2011,Bulgaria,Million euro,Providers of patient transportation and emergency rescue,:,
2011,Bulgaria,Million euro,Medical and diagnostic laboratories,:,
2011,Bulgaria,Million euro,Other providers of ancillary services,:,
2011,Bulgaria,Million euro,Retailers and other providers of medical goods,:,
2011,Bulgaria,Million euro,Pharmacies,:,
2011,Bulgaria,Million euro,Retail sellers and other suppliers of durable medical goods and medical appliances,:,
2011,Bulgaria,Million euro,All other miscellaneous sellers and other suppliers of pharmaceuticals and medical goods,:,
2011,Bulgaria,Million euro,Providers of preventive care,:,
2011,Bulgaria,Million euro,Providers of health care system administration and financing,:,
2011,Bulgaria,Million euro,Government health administration agencies,:,
2011,Bulgaria,Million euro,Social health insurance agencies,:,
2011,Bulgaria,Million euro,Private health insurance administration agencies,:,
2011,Bulgaria,Million euro,Other administration agencies,:,
2011,Bulgaria,Million euro,Rest of economy,:,
2011,Bulgaria,Million euro,Households as providers of home health care,:,
2011,Bulgaria,Million euro,All other industries as secondary providers of health care,:,
2011,Bulgaria,Million euro,Other industries n.e.c.,:,
2011,Bulgaria,Million euro,Rest of the world,:,
2011,Bulgaria,Million euro,Providers unknown,:,
2011,Czech Republic,Million euro,All providers of health care,:,
2011,Czech Republic,Million euro,Hospitals,:,
2011,Czech Republic,Million euro,General hospitals,:,
2011,Czech Republic,Million euro,Mental health hospitals,:,
2011,Czech Republic,Million euro,Specialised hospitals (other than mental health hospitals),:,
2011,Czech Republic,Million euro,Residential long-term care facilities,:,
2011,Czech Republic,Million euro,Long-term nursing care facilities,:,
2011,Czech Republic,Million euro,Mental health and substance abuse facilities,:,
2011,Czech Republic,Million euro,Other residential long-term care facilities,:,
2011,Czech Republic,Million euro,Providers of ambulatory health care,:,
2011,Czech Republic,Million euro,Medical practices,:,
2011,Czech Republic,Million euro,Dental practice,:,
2011,Czech Republic,Million euro,Other health care practitioners,:,
2011,Czech Republic,Million euro,Ambulatory health care centres,:,
2011,Czech Republic,Million euro,Providers of home health care services,:,
2011,Czech Republic,Million euro,Providers of ancillary services,:,
2011,Czech Republic,Million euro,Providers of patient transportation and emergency rescue,:,
2011,Czech Republic,Million euro,Medical and diagnostic laboratories,:,
2011,Czech Republic,Million euro,Other providers of ancillary services,:,
2011,Czech Republic,Million euro,Retailers and other providers of medical goods,:,
2011,Czech Republic,Million euro,Pharmacies,:,
2011,Czech Republic,Million euro,Retail sellers and other suppliers of durable medical goods and medical appliances,:,
2011,Czech Republic,Million euro,All other miscellaneous sellers and other suppliers of pharmaceuticals and medical goods,:,
2011,Czech Republic,Million euro,Providers of preventive care,:,
2011,Czech Republic,Million euro,Providers of health care system administration and financing,:,
2011,Czech Republic,Million euro,Government health administration agencies,:,
2011,Czech Republic,Million euro,Social health insurance agencies,:,
2011,Czech Republic,Million euro,Private health insurance administration agencies,:,
2011,Czech Republic,Million euro,Other administration agencies,:,
2011,Czech Republic,Million euro,Rest of economy,:,
2011,Czech Republic,Million euro,Households as providers of home health care,:,
2011,Czech Republic,Million euro,All other industries as secondary providers of health care,:,
2011,Czech Republic,Million euro,Other industries n.e.c.,:,
2011,Czech Republic,Million euro,Rest of the world,:,
2011,Czech Republic,Million euro,Providers unknown,:,
2011,Denmark,Million euro,All providers of health care,:,
2011,Denmark,Million euro,Hospitals,:,
2011,Denmark,Million euro,General hospitals,:,
2011,Denmark,Million euro,Mental health hospitals,:,
2011,Denmark,Million euro,Specialised hospitals (other than mental health hospitals),:,
2011,Denmark,Million euro,Residential long-term care facilities,:,
2011,Denmark,Million euro,Long-term nursing care facilities,:,
2011,Denmark,Million euro,Mental health and substance abuse facilities,:,
2011,Denmark,Million euro,Other residential long-term care facilities,:,
2011,Denmark,Million euro,Providers of ambulatory health care,:,
2011,Denmark,Million euro,Medical practices,:,
2011,Denmark,Million euro,Dental practice,:,
2011,Denmark,Million euro,Other health care practitioners,:,
2011,Denmark,Million euro,Ambulatory health care centres,:,
2011,Denmark,Million euro,Providers of home health care services,:,
2011,Denmark,Million euro,Providers of ancillary services,:,
2011,Denmark,Million euro,Providers of patient transportation and emergency rescue,:,
2011,Denmark,Million euro,Medical and diagnostic laboratories,:,
2011,Denmark,Million euro,Other providers of ancillary services,:,
2011,Denmark,Million euro,Retailers and other providers of medical goods,:,
2011,Denmark,Million euro,Pharmacies,:,
2011,Denmark,Million euro,Retail sellers and other suppliers of durable medical goods and medical appliances,:,
2011,Denmark,Million euro,All other miscellaneous sellers and other suppliers of pharmaceuticals and medical goods,:,
2011,Denmark,Million euro,Providers of preventive care,:,
2011,Denmark,Million euro,Providers of health care system administration and financing,:,
2011,Denmark,Million euro,Government health administration agencies,:,
2011,Denmark,Million euro,Social health insurance agencies,:,
2011,Denmark,Million euro,Private health insurance administration agencies,:,
2011,Denmark,Million euro,Other administration agencies,:,
2011,Denmark,Million euro,Rest of economy,:,
2011,Denmark,Million euro,Households as providers of home health care,:,
2011,Denmark,Million euro,All other industries as secondary providers of health care,:,
2011,Denmark,Million euro,Other industries n.e.c.,:,
2011,Denmark,Million euro,Rest of the world,:,
2011,Denmark,Million euro,Providers unknown,:,
2011,Germany (until 1990 former territory of the FRG),Million euro,All providers of health care,"289,293",
2011,Germany (until 1990 former territory of the FRG),Million euro,Hospitals,"85,372",
2011,Germany (until 1990 former territory of the FRG),Million euro,General hospitals,"76,995",
2011,Germany (until 1990 former territory of the FRG),Million euro,Mental health hospitals,:,
2011,Germany (until 1990 former territory of the FRG),Million euro,Specialised hospitals (other than mental health hospitals),"8,377",
2011,Germany (until 1990 former territory of the FRG),Million euro,Residential long-term care facilities,"25,815",
2011,Germany (until 1990 former territory of the FRG),Million euro,Long-term nursing care facilities,"25,815",
2011,Germany (until 1990 former territory of the FRG),Million euro,Mental health and substance abuse facilities,:,
2011,Germany (until 1990 former territory of the FRG),Million euro,Other residential long-term care facilities,:,
2011,Germany (until 1990 former territory of the FRG),Million euro,Providers of ambulatory health care,"89,900",
2011,Germany (until 1990 former territory of the FRG),Million euro,Medical practices,"43,643",
2011,Germany (until 1990 former territory of the FRG),Million euro,Dental practice,"22,971",
2011,Germany (until 1990 former territory of the FRG),Million euro,Other health care practitioners,"10,182",
2011,Germany (until 1990 former territory of the FRG),Million euro,Ambulatory health care centres,"2,513",
2011,Germany (until 1990 former territory of the FRG),Million euro,Providers of home health care services,"10,592",
2011,Germany (until 1990 former territory of the FRG),Million euro,Providers of ancillary services,"3,340",
2011,Germany (until 1990 former territory of the FRG),Million euro,Providers of patient transportation and emergency rescue,"3,296",
2011,Germany (until 1990 former territory of the FRG),Million euro,Medical and diagnostic laboratories,:,
2011,Germany (until 1990 former territory of the FRG),Million euro,Other providers of ancillary services,44,
2011,Germany (until 1990 former territory of the FRG),Million euro,Retailers and other providers of medical goods,"55,850",
2011,Germany (until 1990 former territory of the FRG),Million euro,Pharmacies,"39,934",
2011,Germany (until 1990 former territory of the FRG),Million euro,Retail sellers and other suppliers of durable medical goods and medical appliances,"13,174",
2011,Germany (until 1990 former territory of the FRG),Million euro,All other miscellaneous sellers and other suppliers of pharmaceuticals and medical goods,"2,742",
2011,Germany (until 1990 former territory of the FRG),Million euro,Providers of preventive care,"1,924",
2011,Germany (until 1990 former territory of the FRG),Million euro,Providers of health care system administration and financing,"16,893",
2011,Germany (until 1990 former territory of the FRG),Million euro,Government health administration agencies,:,
2011,Germany (until 1990 former territory of the FRG),Million euro,Social health insurance agencies,"12,897",
2011,Germany (until 1990 former territory of the FRG),Million euro,Private health insurance administration agencies,"3,996",
2011,Germany (until 1990 former territory of the FRG),Million euro,Other administration agencies,:,
2011,Germany (until 1990 former territory of the FRG),Million euro,Rest of economy,"8,560",
2011,Germany (until 1990 former territory of the FRG),Million euro,Households as providers of home health care,"6,230",
2011,Germany (until 1990 former territory of the FRG),Million euro,All other industries as secondary providers of health care,"2,330",
2011,Germany (until 1990 former territory of the FRG),Million euro,Other industries n.e.c.,:,
2011,Germany (until 1990 former territory of the FRG),Million euro,Rest of the world,"1,639",
2011,Germany (until 1990 former territory of the FRG),Million euro,Providers unknown,:,
2011,Estonia,Million euro,All providers of health care,968.67,
2011,Estonia,Million euro,Hospitals,458.57,
2011,Estonia,Million euro,General hospitals,433.44,
2011,Estonia,Million euro,Mental health hospitals,2.86,
2011,Estonia,Million euro,Specialised hospitals (other than mental health hospitals),22.27,
2011,Estonia,Million euro,Residential long-term care facilities,29.57,
2011,Estonia,Million euro,Long-term nursing care facilities,3.64,
2011,Estonia,Million euro,Mental health and substance abuse facilities,10.1,
2011,Estonia,Million euro,Other residential long-term care facilities,15.83,
2011,Estonia,Million euro,Providers of ambulatory health care,209.69,
2011,Estonia,Million euro,Medical practices,93.75,
2011,Estonia,Million euro,Dental practice,64.76,
2011,Estonia,Million euro,Other health care practitioners,10.23,
2011,Estonia,Million euro,Ambulatory health care centres,39.53,
2011,Estonia,Million euro,Providers of home health care services,1.43,
2011,Estonia,Million euro,Providers of ancillary services,13.19,
2011,Estonia,Million euro,Providers of patient transportation and emergency rescue,12.07,
2011,Estonia,Million euro,Medical and diagnostic laboratories,1.12,
2011,Estonia,Million euro,Other providers of ancillary services,0,
2011,Estonia,Million euro,Retailers and other providers of medical goods,222.33,
2011,Estonia,Million euro,Pharmacies,191.59,
2011,Estonia,Million euro,Retail sellers and other suppliers of durable medical goods and medical appliances,30.73,
2011,Estonia,Million euro,All other miscellaneous sellers and other suppliers of pharmaceuticals and medical goods,:,
2011,Estonia,Million euro,Providers of preventive care,9.05,
2011,Estonia,Million euro,Providers of health care system administration and financing,24.25,
2011,Estonia,Million euro,Government health administration agencies,16.06,
2011,Estonia,Million euro,Social health insurance agencies,8.02,
2011,Estonia,Million euro,Private health insurance administration agencies,0.17,
2011,Estonia,Million euro,Other administration agencies,:,
2011,Estonia,Million euro,Rest of economy,0.3,
2011,Estonia,Million euro,Households as providers of home health care,:,
2011,Estonia,Million euro,All other industries as secondary providers of health care,0.3,
2011,Estonia,Million euro,Other industries n.e.c.,:,
2011,Estonia,Million euro,Rest of the world,1.71,
2011,Estonia,Million euro,Providers unknown,:,
2011,Ireland,Million euro,All providers of health care,:,
2011,Ireland,Million euro,Hospitals,:,
2011,Ireland,Million euro,General hospitals,:,
2011,Ireland,Million euro,Mental health hospitals,:,
2011,Ireland,Million euro,Specialised hospitals (other than mental health hospitals),:,
2011,Ireland,Million euro,Residential long-term care facilities,:,
2011,Ireland,Million euro,Long-term nursing care facilities,:,
2011,Ireland,Million euro,Mental health and substance abuse facilities,:,
2011,Ireland,Million euro,Other residential long-term care facilities,:,
2011,Ireland,Million euro,Providers of ambulatory health care,:,
2011,Ireland,Million euro,Medical practices,:,
2011,Ireland,Million euro,Dental practice,:,
2011,Ireland,Million euro,Other health care practitioners,:,
2011,Ireland,Million euro,Ambulatory health care centres,:,
2011,Ireland,Million euro,Providers of home health care services,:,
2011,Ireland,Million euro,Providers of ancillary services,:,
2011,Ireland,Million euro,Providers of patient transportation and emergency rescue,:,
2011,Ireland,Million euro,Medical and diagnostic laboratories,:,
2011,Ireland,Million euro,Other providers of ancillary services,:,
2011,Ireland,Million euro,Retailers and other providers of medical goods,:,
2011,Ireland,Million euro,Pharmacies,:,
2011,Ireland,Million euro,Retail sellers and other suppliers of durable medical goods and medical appliances,:,
2011,Ireland,Million euro,All other miscellaneous sellers and other suppliers of pharmaceuticals and medical goods,:,
2011,Ireland,Million euro,Providers of preventive care,:,
2011,Ireland,Million euro,Providers of health care system administration and financing,:,
2011,Ireland,Million euro,Government health administration agencies,:,
2011,Ireland,Million euro,Social health insurance agencies,:,
2011,Ireland,Million euro,Private health insurance administration agencies,:,
2011,Ireland,Million euro,Other administration agencies,:,
2011,Ireland,Million euro,Rest of economy,:,
2011,Ireland,Million euro,Households as providers of home health care,:,
2011,Ireland,Million euro,All other industries as secondary providers of health care,:,
2011,Ireland,Million euro,Other industries n.e.c.,:,
2011,Ireland,Million euro,Rest of the world,:,
2011,Ireland,Million euro,Providers unknown,:,
2011,Greece,Million euro,All providers of health care,"19,598.68",
2011,Greece,Million euro,Hospitals,"6,831.26",
2011,Greece,Million euro,General hospitals,"5,866.54",
2011,Greece,Million euro,Mental health hospitals,315.22,
2011,Greece,Million euro,Specialised hospitals (other than mental health hospitals),649.5,
2011,Greece,Million euro,Residential long-term care facilities,129.14,
2011,Greece,Million euro,Long-term nursing care facilities,:,
2011,Greece,Million euro,Mental health and substance abuse facilities,116.86,
2011,Greece,Million euro,Other residential long-term care facilities,12.29,
2011,Greece,Million euro,Providers of ambulatory health care,"4,058.38",
2011,Greece,Million euro,Medical practices,"1,394.29",
2011,Greece,Million euro,Dental practice,"1,493.32",
2011,Greece,Million euro,Other health care practitioners,295.39,
2011,Greece,Million euro,Ambulatory health care centres,817.89,
2011,Greece,Million euro,Providers of home health care services,57.48,
2011,Greece,Million euro,Providers of ancillary services,839.28,
2011,Greece,Million euro,Providers of patient transportation and emergency rescue,107.33,
2011,Greece,Million euro,Medical and diagnostic laboratories,731.96,
2011,Greece,Million euro,Other providers of ancillary services,:,
2011,Greece,Million euro,Retailers and other providers of medical goods,"7,221.11",
2011,Greece,Million euro,Pharmacies,"6,783.47",
2011,Greece,Million euro,Retail sellers and other suppliers of durable medical goods and medical appliances,437.18,
2011,Greece,Million euro,All other miscellaneous sellers and other suppliers of pharmaceuticals and medical goods,0.46,
2011,Greece,Million euro,Providers of preventive care,69.99,
2011,Greece,Million euro,Providers of health care system administration and financing,413.72,
2011,Greece,Million euro,Government health administration agencies,56.27,
2011,Greece,Million euro,Social health insurance agencies,264.74,
2011,Greece,Million euro,Private health insurance administration agencies,92.71,
2011,Greece,Million euro,Other administration agencies,:,
2011,Greece,Million euro,Rest of economy,4.99,
2011,Greece,Million euro,Households as providers of home health care,:,
2011,Greece,Million euro,All other industries as secondary providers of health care,4.99,
2011,Greece,Million euro,Other industries n.e.c.,:,
2011,Greece,Million euro,Rest of the world,30.81,
2011,Greece,Million euro,Providers unknown,:,
2011,Spain,Million euro,All providers of health care,"97,293.97",
2011,Spain,Million euro,Hospitals,"40,450.42",
2011,Spain,Million euro,General hospitals,"37,597.31",
2011,Spain,Million euro,Mental health hospitals,754.46,
2011,Spain,Million euro,Specialised hospitals (other than mental health hospitals),"2,098.65",
2011,Spain,Million euro,Residential long-term care facilities,"5,465.53",
2011,Spain,Million euro,Long-term nursing care facilities,"5,401.80",
2011,Spain,Million euro,Mental health and substance abuse facilities,63.74,
2011,Spain,Million euro,Other residential long-term care facilities,:,
2011,Spain,Million euro,Providers of ambulatory health care,"23,514.04",
2011,Spain,Million euro,Medical practices,"5,656.12",
2011,Spain,Million euro,Dental practice,"7,334.93",
2011,Spain,Million euro,Other health care practitioners,527.9,
2011,Spain,Million euro,Ambulatory health care centres,"8,636.15",
2011,Spain,Million euro,Providers of home health care services,"1,358.95",
2011,Spain,Million euro,Providers of ancillary services,"1,646.70",
2011,Spain,Million euro,Providers of patient transportation and emergency rescue,"1,078.42",
2011,Spain,Million euro,Medical and diagnostic laboratories,568.28,
2011,Spain,Million euro,Other providers of ancillary services,:,
2011,Spain,Million euro,Retailers and other providers of medical goods,"21,226.75",
2011,Spain,Million euro,Pharmacies,"17,339.66",
2011,Spain,Million euro,Retail sellers and other suppliers of durable medical goods and medical appliances,"3,887.09",
2011,Spain,Million euro,All other miscellaneous sellers and other suppliers of pharmaceuticals and medical goods,:,
2011,Spain,Million euro,Providers of preventive care,777.99,
2011,Spain,Million euro,Providers of health care system administration and financing,"3,077.41",
2011,Spain,Million euro,Government health administration agencies,"1,170.43",
2011,Spain,Million euro,Social health insurance agencies,181.99,
2011,Spain,Million euro,Private health insurance administration agencies,"1,725",
2011,Spain,Million euro,Other administration agencies,:,
2011,Spain,Million euro,Rest of economy,"1,134.48",
2011,Spain,Million euro,Households as providers of home health care,780.17,
2011,Spain,Million euro,All other industries as secondary providers of health care,354.31,
2011,Spain,Million euro,Other industries n.e.c.,:,
2011,Spain,Million euro,Rest of the world,0.63,
2011,Spain,Million euro,Providers unknown,:,
2011,France,Million euro,All providers of health care,"220,526.32",
2011,France,Million euro,Hospitals,"87,255.02",
2011,France,Million euro,General hospitals,"73,616.59",
2011,France,Million euro,Mental health hospitals,"13,303.60",
2011,France,Million euro,Specialised hospitals (other than mental health hospitals),334.83,
2011,France,Million euro,Residential long-term care facilities,"14,245.91",
2011,France,Million euro,Long-term nursing care facilities,"14,245.91",
2011,France,Million euro,Mental health and substance abuse facilities,0,
2011,France,Million euro,Other residential long-term care facilities,0,
2011,France,Million euro,Providers of ambulatory health care,"49,128.76",
2011,France,Million euro,Medical practices,"21,353.05",
2011,France,Million euro,Dental practice,"10,502.22",
2011,France,Million euro,Other health care practitioners,"11,514.71",
2011,France,Million euro,Ambulatory health care centres,"1,594.70",
2011,France,Million euro,Providers of home health care services,"4,164.09",
2011,France,Million euro,Providers of ancillary services,"6,720.31",
2011,France,Million euro,Providers of patient transportation and emergency rescue,"2,394.18",
2011,France,Million euro,Medical and diagnostic laboratories,"4,326.12",
2011,France,Million euro,Other providers of ancillary services,0,
2011,France,Million euro,Retailers and other providers of medical goods,"44,953.45",
2011,France,Million euro,Pharmacies,"36,962.95",
2011,France,Million euro,Retail sellers and other suppliers of durable medical goods and medical appliances,"7,990.50",
2011,France,Million euro,All other miscellaneous sellers and other suppliers of pharmaceuticals and medical goods,0,
2011,France,Million euro,Providers of preventive care,"2,881.20",
2011,France,Million euro,Providers of health care system administration and financing,"13,414.33",
2011,France,Million euro,Government health administration agencies,807.81,
2011,France,Million euro,Social health insurance agencies,"6,620.32",
2011,France,Million euro,Private health insurance administration agencies,"5,952.60",
2011,France,Million euro,Other administration agencies,33.6,
2011,France,Million euro,Rest of economy,"1,927.34",
2011,France,Million euro,Households as providers of home health care,0,
2011,France,Million euro,All other industries as secondary providers of health care,"1,927.34",
2011,France,Million euro,Other industries n.e.c.,0,
2011,France,Million euro,Rest of the world,0,
2011,France,Million euro,Providers unknown,:,
2011,Croatia,Million euro,All providers of health care,:,
2011,Croatia,Million euro,Hospitals,:,
2011,Croatia,Million euro,General hospitals,:,
2011,Croatia,Million euro,Mental health hospitals,:,
2011,Croatia,Million euro,Specialised hospitals (other than mental health hospitals),:,
2011,Croatia,Million euro,Residential long-term care facilities,:,
2011,Croatia,Million euro,Long-term nursing care facilities,:,
2011,Croatia,Million euro,Mental health and substance abuse facilities,:,
2011,Croatia,Million euro,Other residential long-term care facilities,:,
2011,Croatia,Million euro,Providers of ambulatory health care,:,
2011,Croatia,Million euro,Medical practices,:,
2011,Croatia,Million euro,Dental practice,:,
2011,Croatia,Million euro,Other health care practitioners,:,
2011,Croatia,Million euro,Ambulatory health care centres,:,
2011,Croatia,Million euro,Providers of home health care services,:,
2011,Croatia,Million euro,Providers of ancillary services,:,
2011,Croatia,Million euro,Providers of patient transportation and emergency rescue,:,
2011,Croatia,Million euro,Medical and diagnostic laboratories,:,
2011,Croatia,Million euro,Other providers of ancillary services,:,
2011,Croatia,Million euro,Retailers and other providers of medical goods,:,
2011,Croatia,Million euro,Pharmacies,:,
2011,Croatia,Million euro,Retail sellers and other suppliers of durable medical goods and medical appliances,:,
2011,Croatia,Million euro,All other miscellaneous sellers and other suppliers of pharmaceuticals and medical goods,:,
2011,Croatia,Million euro,Providers of preventive care,:,
2011,Croatia,Million euro,Providers of health care system administration and financing,:,
2011,Croatia,Million euro,Government health administration agencies,:,
2011,Croatia,Million euro,Social health insurance agencies,:,
2011,Croatia,Million euro,Private health insurance administration agencies,:,
2011,Croatia,Million euro,Other administration agencies,:,
2011,Croatia,Million euro,Rest of economy,:,
2011,Croatia,Million euro,Households as providers of home health care,:,
2011,Croatia,Million euro,All other industries as secondary providers of health care,:,
2011,Croatia,Million euro,Other industries n.e.c.,:,
2011,Croatia,Million euro,Rest of the world,:,
2011,Croatia,Million euro,Providers unknown,:,
2011,Italy,Million euro,All providers of health care,:,
